Region,Bank,API,Channel,OrderPriority,OrderDate,OrderID,APISold,TotalCost,TotalProfit
Sub-Saharan Africa,2,1,Online,H,5/23/14,258216321,802,421017.92,101252.5
Asia,1,5,Offline,H,5/18/11,427385604,1752,638936.88,100214.4
Europe,3,1,Online,H,6/22/12,720878922,2948,469970.16,282595.28
Asia,3,5,Offline,L,2/9/13,516870105,2205,15258.6,5314.05
Asia,3,1,Offline,H,5/12/17,613845479,9373,64861.16,22588.93
Asia,1,7,Offline,H,6/6/11,980603873,1332,155990.52,118001.88
Europe,3,10,Offline,L,11/14/12,306256616,6993,396293.31,175244.58
Australia and Oceania,1,4,Offline,L,10/24/13,950227534,2298,1154836.92,380847.54
Europe,2,1,Offline,M,1/4/15,392252957,5222,611548.42,462616.98
Asia,1,10,Online,M,7/1/14,682381713,768,43522.56,19246.08
Sub-Saharan Africa,3,9,Online,H,5/19/11,790975129,5973,214072.32,438657.12
Sub-Saharan Africa,2,7,Offline,L,3/7/17,658707034,4904,1291370.32,852658.48
Europe,2,6,Offline,C,3/14/14,746563756,3661,964051.13,636538.07
Central America and the Caribbean,2,4,Offline,M,4/21/12,685844123,5372,37174.24,12946.52
Central America and the Caribbean,2,4,Offline,M,11/10/14,628159463,5199,186332.16,381814.56
Central America and the Caribbean,2,5,Online,L,12/5/14,795433604,5335,519842.4,294171.9
Europe,3,10,Online,C,3/21/14,129902875,2,1005.08,331.46
Australia and Oceania,1,2,Offline,M,9/17/11,344116103,457,239906.72,57696.25
Sub-Saharan Africa,1,5,Online,M,1/10/15,970934617,9984,972840.96,550517.76
Asia,1,8,Online,L,12/2/13,713532245,8902,1042513.22,788628.18
Europe,1,5,Offline,M,5/10/14,595395314,9559,303880.61,149693.94
Central America and the Caribbean,1,10,Offline,L,1/2/12,810322654,1335,156341.85,118267.65
Europe,1,2,Online,L,3/4/11,272425591,5641,39035.72,13594.81
Central America and the Caribbean,2,4,Offline,L,6/12/13,666127955,920,107741.2,81502.8
Europe,1,9,Offline,H,11/27/13,596166074,7644,1218606.48,732753.84
Asia,2,8,Offline,C,6/23/12,537588775,3320,188144.4,83199.2
Sub-Saharan Africa,1,1,Offline,L,2/28/10,585757386,7482,876217.02,662830.38
Europe,1,5,Offline,C,10/18/12,906345736,6699,212961.21,104906.34
Europe,2,1,Offline,M,2/26/12,385340154,9569,2519804.77,1663762.03
Europe,1,4,Offline,H,6/3/12,679039466,1723,453717.59,299578.01
Sub-Saharan Africa,1,8,Offline,L,4/13/11,364055001,820,412082.8,135898.6
Asia,1,7,Online,H,4/6/11,787310588,1554,247738.68,148966.44
Sub-Saharan Africa,1,2,Online,H,12/20/15,216042554,647,23188.48,47515.68
Europe,2,8,Offline,L,2/15/11,587799727,1856,295883.52,177916.16
Middle East and North Africa,2,7,Online,L,10/27/13,760443437,966,6684.72,2328.06
Asia,1,10,Offline,M,9/15/15,562147510,795,417343.2,100368.75
Europe,1,5,Offline,L,1/22/17,341398274,6191,603251.04,341371.74
Europe,3,9,Offline,H,6/14/15,516994559,9034,62515.28,21771.94
Australia and Oceania,2,5,Offline,C,1/27/17,228047692,3235,102840.65,50660.1
Europe,1,3,Online,H,4/9/10,483981502,9736,5111010.56,1229170
Middle East and North Africa,1,5,Offline,M,9/22/14,114532315,1512,54190.08,111041.28
Central America and the Caribbean,1,1,Offline,H,2/11/17,719748961,8567,59283.64,20646.47
Middle East and North Africa,1,10,Online,H,10/3/12,819992768,2937,343952.07,260188.83
Asia,1,5,Offline,C,12/18/16,805937564,3690,971687.7,641580.3
Sub-Saharan Africa,3,7,Online,C,10/27/15,688569676,1924,109033.08,48215.44
Europe,3,3,Online,H,5/30/15,549187934,5769,1519150.77,1003056.03
Europe,1,4,Online,M,4/22/15,989403665,5386,193034.24,395547.84
Australia and Oceania,2,3,Online,C,5/11/12,881140697,7968,1270258.56,763812.48
Europe,3,8,Online,H,1/25/12,516635358,2738,1375954.52,453768.74
North America,2,8,Online,M,3/12/17,258436477,5951,41180.92,14341.91
Australia and Oceania,2,8,Offline,C,6/7/16,989405381,5894,40786.48,14204.54
Sub-Saharan Africa,2,5,Offline,M,11/23/10,962715899,7883,2075830.39,1370617.21
Sub-Saharan Africa,1,1,Offline,C,4/30/10,751854360,9268,2440542.44,1611427.16
Asia,1,5,Online,H,3/11/14,100619590,4427,2224744.58,733686.71
Europe,3,6,Offline,M,6/8/15,173122918,9773,350264.32,717729.12
Sub-Saharan Africa,3,8,Offline,C,11/9/11,403788173,8748,4396219.92,1449806.04
Sub-Saharan Africa,1,5,Online,M,6/19/17,747351682,6825,47229,16448.25
Sub-Saharan Africa,1,9,Online,H,4/5/13,328862273,6510,3271535.4,1078902.3
Sub-Saharan Africa,1,4,Online,M,8/7/11,593681275,2337,132437.79,58565.22
Europe,2,7,Online,C,7/14/14,357482516,5875,186766.25,92002.5
Europe,1,10,Online,L,1/18/10,756252324,723,5003.16,1742.43
North America,2,1,Online,M,9/10/13,296289527,7510,3942449.6,948137.5
Sub-Saharan Africa,3,8,Online,M,10/14/11,704205453,8897,866923.68,490580.58
Asia,1,4,Offline,M,8/25/10,176923930,4577,536012.47,405476.43
Sub-Saharan Africa,2,8,Online,M,2/2/10,131681287,6274,570494.82,396077.62
Middle East and North Africa,1,6,Online,C,10/11/14,256026351,2742,18974.64,6608.22
Sub-Saharan Africa,3,6,Offline,L,4/16/15,757820451,4767,464496.48,262852.38
Middle East and North Africa,1,3,Offline,H,8/19/14,115237414,167,15185.31,10542.71
Europe,1,2,Offline,H,11/16/16,926763570,8790,315033.6,645537.6
Australia and Oceania,3,7,Online,H,10/21/15,461197745,7517,52017.64,18115.97
Europe,1,5,Online,M,10/28/13,107651269,5258,2642355.32,871408.34
Europe,2,6,Online,H,8/19/10,425547969,7955,252889.45,124575.3
Central America and the Caribbean,3,2,Offline,C,7/22/14,694624173,3584,1801103.36,593976.32
Europe,3,7,Offline,L,1/24/16,264928710,7147,256148.48,524875.68
North America,1,1,Online,M,4/3/14,806822907,5683,2855934.82,941843.59
Central America and the Caribbean,3,9,Offline,C,1/29/13,460980594,3257,381427.27,288537.63
Sub-Saharan Africa,3,10,Online,H,7/24/17,588388097,5968,542670.24,376759.84
Sub-Saharan Africa,1,10,Offline,L,11/5/14,820344245,6947,220845.13,108790.02
Australia and Oceania,1,1,Online,L,11/14/15,408460366,1354,215854.68,129794.44
North America,2,8,Offline,H,9/12/13,474660289,1382,220318.44,132478.52
Europe,2,5,Offline,L,1/13/10,861180341,1255,39896.45,19653.3
Europe,1,8,Offline,M,6/10/11,580569350,2227,70796.33,34874.82
Australia and Oceania,1,1,Offline,M,5/21/10,965688645,7585,241127.15,118781.1
Central America and the Caribbean,1,2,Offline,C,10/10/11,719712054,7645,243034.55,119720.7
Central America and the Caribbean,3,5,Online,L,12/28/13,866125905,4757,2390582.78,788377.61
Sub-Saharan Africa,1,8,Offline,M,9/17/12,698729026,8301,972130.11,735385.59
Asia,3,5,Online,L,3/29/12,931632745,9687,4868104.98,1605426.51
Asia,3,6,Offline,H,3/3/14,549260890,7358,861695.38,651845.22
Middle East and North Africa,3,2,Online,C,7/27/13,856349790,1788,56840.52,28000.08
Central America and the Caribbean,2,6,Offline,H,5/17/10,527948272,481,27258.27,12053.86
Europe,3,4,Offline,M,2/25/13,559417665,2973,270334.89,187685.49
Central America and the Caribbean,1,7,Online,C,8/8/12,216431796,5833,2931315.82,966703.09
Europe,3,10,Online,C,8/21/15,184976994,7658,3848451.32,1269160.34
Sub-Saharan Africa,3,9,Offline,M,4/18/11,321352088,4079,231156.93,102219.74
Sub-Saharan Africa,2,4,Offline,M,5/29/12,102168405,2756,19071.52,6641.96
Europe,3,4,Online,M,12/8/13,874349772,8383,266495.57,131277.78
Central America and the Caribbean,2,7,Online,H,11/27/11,905132520,7681,698433.33,484901.53
Middle East and North Africa,3,8,Offline,H,10/5/14,332065474,4408,400819.44,278277.04
Europe,1,10,Online,H,11/15/16,713009965,4348,2185043.92,720594.04
Sub-Saharan Africa,1,10,Offline,M,6/18/17,976139819,319,50854.98,30579.34
Europe,3,9,Online,M,10/24/16,569941365,7170,1143041.4,687316.2
Sub-Saharan Africa,1,8,Online,C,6/27/12,813213431,6781,794122.91,600728.79
Europe,1,2,Online,H,9/9/10,845067346,3062,1538777.48,507465.26
Europe,3,10,Offline,M,11/24/14,774926936,6956,48135.52,16763.96
Sub-Saharan Africa,2,10,Online,L,7/4/14,332528531,1437,45682.23,22503.42
Europe,1,6,Online,H,5/6/11,217920958,6509,1037664.78,623952.74
Central America and the Caribbean,2,9,Offline,H,11/14/15,751465547,4209,238524.03,105477.54
Europe,2,8,Online,C,2/6/13,523836123,3605,129203.2,264751.2
Europe,3,2,Online,C,11/6/11,446019017,5794,526848.42,365775.22
Asia,1,4,Offline,H,8/13/10,599313056,8906,4675293.76,1124382.5
Middle East and North Africa,1,6,Online,M,7/20/16,685329568,3104,175903.68,77786.24
Europe,2,5,Online,H,5/14/11,475992381,5578,199915.52,409648.32
Sub-Saharan Africa,3,8,Offline,M,9/12/15,263537824,5553,2025123.57,317631.6
Europe,3,8,Offline,C,3/1/17,410514724,9284,4873728.64,1172105
Sub-Saharan Africa,2,10,Offline,M,1/12/12,899784409,5057,160762.03,79192.62
Sub-Saharan Africa,3,5,Online,H,7/22/16,884520709,8189,464070.63,205216.34
Europe,1,3,Offline,C,3/14/10,938209950,6028,341606.76,151061.68
Sub-Saharan Africa,1,9,Online,M,2/19/15,804650962,2956,20455.52,7123.96
Europe,2,10,Offline,H,9/27/16,747955071,5382,192890.88,395254.08
Sub-Saharan Africa,3,8,Offline,C,10/24/12,202546107,6749,613686.57,426064.37
Europe,3,6,Offline,L,5/14/17,923160398,2531,90711.04,185876.64
Sub-Saharan Africa,3,3,Online,C,5/25/11,234846770,5233,36212.36,12611.53
Australia and Oceania,1,3,Offline,L,10/29/14,482966554,9391,4929899.36,1185613.75
Asia,3,6,Online,L,7/30/14,483193576,6572,45478.24,15838.52
Asia,1,7,Online,C,10/7/13,471514165,374,34007.82,23610.62
Europe,2,7,Online,H,10/20/12,754227149,1429,750167.84,180411.25
Europe,3,1,Offline,L,2/24/13,357943856,2396,381970.32,229680.56
Sub-Saharan Africa,1,8,Offline,H,7/23/13,179588115,2969,168253.23,74403.14
Asia,1,5,Offline,H,11/2/13,736396253,4870,1776040.3,278564
Europe,1,3,Online,M,1/28/11,815917098,6856,1805390.48,1192052.72
Europe,3,7,Offline,L,1/2/11,626011979,9711,348042.24,713175.84
North America,1,10,Offline,L,8/16/16,444854724,1253,71007.51,31400.18
Sub-Saharan Africa,1,10,Offline,L,11/13/16,170931661,1332,485767.08,76190.4
Australia and Oceania,2,2,Online,M,1/29/13,673041617,6826,3430338.04,1131272.98
Europe,3,9,Online,M,4/1/15,640295922,6647,1059664.74,637181.42
Central America and the Caribbean,1,5,Offline,H,6/30/15,632118403,6737,612595.41,425306.81
Sub-Saharan Africa,3,8,Online,L,7/29/14,828245389,5071,2662072.16,640213.75
Sub-Saharan Africa,1,7,Offline,M,7/12/10,578725707,6652,779015.72,589300.68
Europe,3,10,Online,C,1/11/10,653920686,8517,829896.48,469627.38
Europe,2,2,Online,M,1/10/17,994504153,4734,32759.28,11408.94
Asia,1,3,Online,C,10/28/13,261462438,1400,703556,232022
Sub-Saharan Africa,1,8,Online,M,4/15/10,786094367,1647,827683.38,272957.31
Europe,3,10,Offline,M,5/9/17,920011270,634,231213.46,36264.8
North America,2,10,Offline,C,12/9/12,885136973,555,50466.15,35037.15
Europe,1,9,Online,M,11/25/13,523707807,5633,512208.69,355611.29
Sub-Saharan Africa,2,9,Offline,M,8/24/11,648272597,7122,3579089.88,1180329.06
Europe,2,5,Online,L,10/17/13,791692674,8310,57505.2,20027.1
Middle East and North Africa,1,6,Offline,M,2/5/10,557141864,9513,1516562.46,911916.18
Sub-Saharan Africa,1,3,Online,M,2/6/14,968106496,3080,1547823.2,510448.4
Middle East and North Africa,2,9,Offline,M,11/22/13,418385398,8392,58072.64,20224.72
Sub-Saharan Africa,3,1,Online,C,10/14/13,522089898,6858,47457.36,16527.78
Sub-Saharan Africa,2,10,Online,L,5/14/15,263643825,6921,629326.53,436922.73
Asia,3,3,Offline,C,9/16/13,947783505,9056,1443707.52,868108.16
Middle East and North Africa,3,8,Offline,L,4/26/16,349557769,767,385448.18,127114.91
Middle East and North Africa,2,3,Offline,H,8/14/16,364327943,1589,56949.76,116696.16
Sub-Saharan Africa,2,10,Online,M,11/18/12,257767856,8092,458573.64,202785.52
Europe,2,8,Online,C,1/7/12,715863835,8872,806730.96,560089.36
Europe,1,6,Offline,C,8/23/10,694914710,9560,2517434.8,1662197.2
Sub-Saharan Africa,3,6,Offline,M,1/4/14,571531808,7818,1246345.56,749433.48
Central America and the Caribbean,3,8,Online,C,1/31/17,792638957,8336,976228.96,738486.24
Europe,1,3,Online,M,11/21/15,525472486,7840,1249852.8,751542.4
Sub-Saharan Africa,1,6,Offline,H,4/19/11,807581222,85,8282.4,4686.9
Europe,1,8,Online,L,10/28/12,496826493,855,5916.6,2060.55
Central America and the Caribbean,2,8,Online,C,2/14/12,321382129,2969,289299.36,163710.66
Middle East and North Africa,3,2,Online,M,1/15/17,629734456,1274,8816.08,3070.34
Europe,1,9,Online,L,1/1/10,940682303,7652,896125.72,677890.68
Australia and Oceania,3,9,Offline,C,5/8/12,393336999,6014,340813.38,150710.84
Middle East and North Africa,3,3,Offline,C,6/4/12,897122371,7300,50516,17593
Europe,2,4,Offline,C,10/6/14,381774747,4486,31043.12,10811.26
Middle East and North Africa,1,3,Online,M,8/14/13,447342956,7576,1207765.92,726235.36
Asia,3,3,Online,M,11/18/11,514188325,8607,782634.51,543359.91
Sub-Saharan Africa,1,7,Online,H,4/14/17,972984683,6644,2423000.36,380036.8
Europe,3,9,Online,H,12/2/15,934718358,2789,253603.77,176069.57
Sub-Saharan Africa,3,4,Offline,M,11/12/13,480688178,5169,503667.36,285018.66
Middle East and North Africa,1,8,Online,C,9/13/10,212505471,3946,1983022.84,653970.58
Australia and Oceania,3,1,Online,M,11/5/10,802094066,6313,226257.92,463626.72
Europe,1,7,Offline,C,3/23/12,741690289,1494,544846.86,85456.8
Europe,3,2,Offline,L,1/12/10,393842971,5742,205793.28,421692.48
Central America and the Caribbean,2,4,Online,M,9/4/15,641413438,7345,715696.8,405003.3
Sub-Saharan Africa,1,3,Offline,M,2/13/15,637575519,1619,426331.27,281495.53
Asia,2,9,Offline,M,7/18/10,955815541,5914,1557333.62,1028267.18
Sub-Saharan Africa,3,7,Online,H,7/21/16,439932334,4609,539759.99,408311.31
Sub-Saharan Africa,3,4,Offline,H,12/12/10,254037225,4115,656013.3,394463.9
Australia and Oceania,2,10,Online,M,3/31/14,732554042,7875,2073723.75,1369226.25
Sub-Saharan Africa,1,8,Online,M,3/3/10,930219113,1362,714995.52,171952.5
Sub-Saharan Africa,1,3,Online,H,1/1/10,872081267,7081,225104.99,110888.46
Middle East and North Africa,1,9,Offline,H,12/16/10,203501832,9569,5023342.24,1208086.25
Sub-Saharan Africa,2,8,Online,L,2/3/15,440154635,393,14085.12,28861.92
Sub-Saharan Africa,1,1,Online,M,5/21/10,918026006,3151,178567.17,78964.06
Europe,3,7,Offline,H,5/21/12,143414771,8473,4258021.42,1404230.29
Asia,3,9,Offline,M,12/28/14,742932260,9020,820188.6,569432.6
Central America and the Caribbean,2,8,Offline,L,12/10/16,913502299,4485,407821.05,283138.05
Europe,1,9,Offline,C,6/26/10,272361218,6592,642324.48,363482.88
Central America and the Caribbean,1,4,Offline,C,6/4/15,307057845,4095,372358.35,258517.35
Asia,1,7,Online,C,10/7/14,325453507,7780,247326.2,121834.8
Sub-Saharan Africa,2,5,Online,L,7/10/11,605722033,5465,871230.3,523874.9
Europe,3,7,Online,M,5/1/17,146349751,6999,636419.07,441846.87
Asia,1,7,Online,C,10/30/10,716135489,9260,64079.2,22316.6
Europe,1,8,Offline,C,2/22/17,104190576,1162,423769.78,66466.4
Asia,2,9,Offline,M,4/4/13,669938838,8645,1378185.9,828709.7
Australia and Oceania,2,9,Offline,L,1/26/15,793116605,9683,5083187.68,1222478.75
Asia,1,1,Offline,M,1/15/13,723772704,9282,4664576.28,1538305.86
Europe,3,1,Online,C,11/6/13,332268464,4477,524301.47,396617.43
Europe,2,3,Online,M,11/15/13,459277713,9336,3404745.84,534019.2
Europe,2,4,Offline,L,7/24/10,665786778,9958,68909.36,23998.78
Asia,2,8,Online,M,10/10/13,583094489,9472,4760058.88,1569794.56
Sub-Saharan Africa,1,8,Offline,M,9/27/11,362812173,3039,355897.29,269225.01
Central America and the Caribbean,3,9,Online,C,8/28/12,226863658,2853,277996.32,157314.42
Europe,2,6,Online,L,9/1/10,917485272,3136,499941.12,300616.96
Europe,2,10,Offline,L,4/28/12,547225844,5143,291453.81,128883.58
Sub-Saharan Africa,3,7,Offline,M,2/6/10,448946702,2161,1085988.94,358142.53
Sub-Saharan Africa,3,3,Online,H,6/21/16,225821673,4506,1186564.98,783458.22
Asia,3,6,Online,L,9/6/14,901337087,4529,143976.91,70924.14
Europe,1,9,Offline,L,7/19/15,869291770,1607,807581.78,266328.11
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
